fulfillment_id,order_id,warehouse_hub,delivery_zone,promised_date,actual_delivery_date,delivery_status,delay_reason,delivery_partner
FULL_004940,ORD_004940,Dubai Hub,Zone C,2025-10-14,2025-10-11,On Time,,QuickShip
FULL_004941,ORD_004941,Dubai Hub,Zone E,2025-12-14,2025-12-14,On Time,,FastTrack
FULL_004942,ORD_004942,Abu Dhabi Hub,Zone A,2025-12-15,2025-12-15,On Time,,FastTrack
FULL_004943,ORD_004943,Abu Dhabi Hub,Zone E,2025-12-25,2025-12-24,On Time,,SpeedLink
FULL_004944,ORD_004944,Abu Dhabi Hub,Zone B,2025-12-16,,Failed,Address Issue,QuickShip
FULL_004945,ORD_004945,Dubai Hub,Zone A,2025-11-08,2025-11-08,On Time,,SpeedLink
FULL_004946,ORD_004946,Dubai Hub,Zone C,2025-11-27,2025-11-27,On Time,,SpeedLink
FULL_004947,ORD_004947,Sharjah Hub,Zone D,2025-10-21,2025-10-26,Delayed,Address Issue,SpeedLink
FULL_004948,ORD_004948,Abu Dhabi Hub,Zone E,2025-12-16,2025-12-13,On Time,,QuickShip
FULL_004949,ORD_004949,Dubai Hub,Zone A,2025-11-30,,Failed,Address Issue,QuickShip
FULL_004950,ORD_004950,Dubai Hub,Zone D,2025-12-02,2025-12-02,On Time,,FastTrack
FULL_004951,ORD_004951,Sharjah Hub,Zone E,2025-11-05,2025-11-10,Delayed,Rider Unavailable,SpeedLink
FULL_004952,ORD_004952,Dubai Hub,Zone B,2025-11-21,,Failed,Address Issue,SpeedLink
FULL_004953,ORD_004953,Dubai Hub,Zone E,2025-10-16,2025-10-16,On Time,,SpeedLink
FULL_004954,ORD_004954,Abu Dhabi Hub,Zone B,2025-10-14,2025-10-14,On Time,,QuickShip
FULL_004955,ORD_004955,Dubai Hub,Zone B,2025-11-18,2025-11-18,Delayed,Warehouse Delay,FastTrack
FULL_004956,ORD_004956,Sharjah Hub,Zone C,2025-12-20,,Failed,Address Issue,QuickShip
FULL_004957,ORD_004957,Sharjah Hub,Zone A,2025-12-01,2025-12-01,On Time,,QuickShip
FULL_004958,ORD_004958,Abu Dhabi Hub,Zone E,2025-12-30,2026-01-02,Delayed,Traffic/Weather,FastTrack
FULL_004959,ORD_004959,Abu Dhabi Hub,Zone B,2025-11-04,2025-11-04,On Time,,QuickShip
FULL_004960,ORD_004960,Dubai Hub,Zone E,2025-11-29,,Failed,Address Issue,QuickShip
FULL_004961,ORD_004961,Dubai Hub,Zone A,2025-11-21,2025-11-20,On Time,,FastTrack
FULL_004962,ORD_004962,Dubai Hub,Zone B,2026-01-07,,Failed,Customer Unavailable,FastTrack
FULL_004963,ORD_004963,Sharjah Hub,Zone A,2025-11-10,2025-11-08,On Time,,SpeedLink
FULL_004964,ORD_004964,Dubai Hub,Zone C,2025-11-02,,Pending,,FastTrack
FULL_004965,ORD_004965,Dubai Hub,Zone C,2026-01-05,,Failed,Customer Unavailable,SpeedLink
FULL_004966,ORD_004966,Dubai Hub,Zone B,2025-12-14,,Pending,,SpeedLink
FULL_004967,ORD_004967,Dubai Hub,Zone F,2025-10-10,2025-10-10,On Time,,SpeedLink
FULL_004968,ORD_004968,Dubai Hub,Zone D,2025-10-25,2025-10-23,On Time,,SpeedLink
FULL_004969,ORD_004969,Sharjah Hub,Zone B,2025-10-14,,Failed,Customer Unavailable,QuickShip
FULL_004970,ORD_004970,Abu Dhabi Hub,Zone C,2025-12-30,2025-12-29,On Time,,FastTrack
FULL_004971,ORD_004971,Dubai Hub,Zone B,2025-11-03,2025-11-03,Delayed,Address Issue,FastTrack
FULL_004972,ORD_004972,Abu Dhabi Hub,Zone D,2025-12-04,2025-12-02,On Time,,QuickShip
FULL_004973,ORD_004973,Dubai Hub,Zone C,2025-11-10,2025-11-10,On Time,,QuickShip
FULL_004974,ORD_004974,Dubai Hub,Zone E,2025-10-10,,Failed,Customer Unavailable,FastTrack
FULL_004975,ORD_004975,Abu Dhabi Hub,Zone F,2025-11-11,2025-11-09,On Time,,QuickShip
FULL_004976,ORD_004976,Sharjah Hub,Zone E,2025-11-12,2025-11-11,On Time,,QuickShip
FULL_004977,ORD_004977,Sharjah Hub,Zone E,2025-12-21,2025-12-21,On Time,,QuickShip
FULL_004978,ORD_004978,Dubai Hub,Zone D,2025-11-02,2025-11-05,Delayed,Warehouse Delay,QuickShip
FULL_004979,ORD_004979,Abu Dhabi Hub,Zone B,2025-10-30,2025-11-02,Delayed,Address Issue,QuickShip
FULL_004980,ORD_004980,Dubai Hub,Zone F,2025-11-23,2025-11-23,On Time,,SpeedLink
FULL_004981,ORD_004981,Sharjah Hub,Zone B,2025-12-23,,Pending,,SpeedLink
FULL_004982,ORD_004982,Abu Dhabi Hub,Zone B,2025-12-24,2025-12-29,Delayed,Traffic/Weather,QuickShip
FULL_004983,ORD_004983,Dubai Hub,Zone A,2025-11-29,2025-11-28,On Time,,QuickShip
FULL_004984,ORD_004984,Abu Dhabi Hub,Zone B,2025-12-26,2025-12-23,On Time,,SpeedLink
FULL_004985,ORD_004985,Dubai Hub,Zone F,2025-10-18,2025-10-15,On Time,,FastTrack
FULL_004986,ORD_004986,Abu Dhabi Hub,Zone E,2025-12-27,2025-12-27,On Time,,QuickShip
FULL_004987,ORD_004987,Sharjah Hub,Zone D,2025-11-14,2025-11-14,On Time,,FastTrack
FULL_004988,ORD_004988,Abu Dhabi Hub,Zone C,2026-01-07,,Failed,Address Issue,QuickShip
FULL_004989,ORD_004989,Sharjah Hub,Zone A,2025-11-15,2025-11-20,Delayed,Address Issue,QuickShip
FULL_004990,ORD_004990,Sharjah Hub,Zone C,2025-11-09,2025-11-09,On Time,,QuickShip
FULL_004991,ORD_004991,Sharjah Hub,Zone A,2025-12-17,2025-12-16,On Time,,QuickShip
FULL_004992,ORD_004992,Dubai Hub,Zone B,2025-12-06,2025-12-05,On Time,,FastTrack
FULL_004993,ORD_004993,Sharjah Hub,Zone E,2025-11-12,,Failed,Customer Unavailable,QuickShip
FULL_004994,ORD_004994,Sharjah Hub,Zone B,2025-12-14,,Failed,Address Issue,FastTrack
FULL_004995,ORD_004995,Abu Dhabi Hub,Zone F,2025-12-12,,Pending,,QuickShip
FULL_004996,ORD_004996,Sharjah Hub,Zone E,2025-10-25,,Pending,,SpeedLink
FULL_004997,ORD_004997,Dubai Hub,Zone C,2025-10-22,2025-10-20,On Time,,SpeedLink
FULL_004998,ORD_004998,Sharjah Hub,Zone D,2025-12-06,,Pending,,QuickShip
FULL_004999,ORD_004999,Sharjah Hub,Zone B,2025-10-21,2025-10-20,On Time,,FastTrack
FULL_005000,ORD_005000,Dubai Hub,Zone E,2025-12-14,2025-12-14,On Time,,QuickShip
FULL_005001,ORD_005001,Dubai Hub,Zone B,2025-11-11,2025-11-13,Delayed,Warehouse Delay,QuickShip
FULL_005002,ORD_005002,Dubai Hub,Zone D,2025-12-14,2025-12-19,Delayed,Traffic/Weather,SpeedLink
FULL_005003,ORD_005003,Abu Dhabi Hub,Zone C,2025-12-15,2025-12-14,On Time,,FastTrack
FULL_005004,ORD_005004,Dubai Hub,Zone A,2025-11-14,2025-11-14,On Time,,QuickShip
FULL_005005,ORD_005005,Abu Dhabi Hub,Zone F,2025-11-21,2025-11-21,On Time,,QuickShip
FULL_005006,ORD_005006,Sharjah Hub,Zone D,2025-12-15,2025-12-15,On Time,,SpeedLink
FULL_005007,ORD_005007,Dubai Hub,Zone C,2025-12-06,,Failed,Customer Unavailable,FastTrack
FULL_005008,ORD_005008,Abu Dhabi Hub,Zone D,2025-11-12,2025-11-12,On Time,,SpeedLink
FULL_005009,ORD_005009,Abu Dhabi Hub,Zone D,2025-12-13,,Pending,,QuickShip
FULL_005010,ORD_005010,Dubai Hub,Zone F,2025-12-26,2025-12-25,On Time,,FastTrack
FULL_005011,ORD_005011,Dubai Hub,Zone B,2025-11-22,,Pending,,SpeedLink
FULL_005012,ORD_005012,Sharjah Hub,Zone C,2025-12-06,2025-12-06,On Time,,QuickShip
FULL_005013,ORD_005013,Abu Dhabi Hub,Zone D,2025-11-04,2025-11-04,On Time,,QuickShip
FULL_005014,ORD_005014,Dubai Hub,Zone D,2025-11-22,2025-11-20,On Time,,SpeedLink
FULL_005015,ORD_005015,Dubai Hub,Zone E,2025-10-29,2025-10-30,On Time,,QuickShip
FULL_005016,ORD_005016,Sharjah Hub,Zone B,2025-11-17,2025-11-20,Delayed,Address Issue,QuickShip
FULL_005017,ORD_005017,Abu Dhabi Hub,Zone D,2025-11-27,2025-11-27,On Time,,QuickShip
FULL_005018,ORD_005018,Sharjah Hub,Zone C,2025-11-15,2025-11-14,On Time,,SpeedLink
FULL_005019,ORD_005019,Abu Dhabi Hub,Zone E,2025-11-15,2025-11-13,On Time,,FastTrack
FULL_005020,ORD_005020,Dubai Hub,Zone B,2025-11-24,,Pending,,FastTrack
FULL_005021,ORD_005021,Sharjah Hub,Zone D,2025-12-21,2025-12-23,Delayed,Traffic/Weather,FastTrack
FULL_005022,ORD_005022,Dubai Hub,Zone F,2026-01-02,2025-12-31,On Time,,SpeedLink
FULL_005023,ORD_005023,Dubai Hub,Zone F,2025-10-10,2025-10-10,On Time,,FastTrack
FULL_005024,ORD_005024,Dubai Hub,Zone C,2025-11-30,2025-12-01,Delayed,Address Issue,FastTrack
FULL_005025,ORD_005025,Dubai Hub,Zone B,2025-10-21,2025-10-25,Delayed,Rider Unavailable,QuickShip
FULL_005026,ORD_005026,Dubai Hub,Zone B,2025-10-29,2025-11-01,Delayed,Address Issue,QuickShip
FULL_005027,ORD_005027,Sharjah Hub,Zone E,2025-11-08,2025-11-06,On Time,,FastTrack
FULL_005028,ORD_005028,Dubai Hub,Zone B,2025-10-17,2025-10-17,On Time,,QuickShip
FULL_005029,ORD_005029,Dubai Hub,Zone C,2025-12-15,2025-12-15,On Time,,FastTrack
FULL_005030,ORD_005030,Dubai Hub,Zone F,2025-11-26,2025-11-26,On Time,,SpeedLink
FULL_005031,ORD_005031,Abu Dhabi Hub,Zone B,2025-10-21,2025-10-19,On Time,,SpeedLink
FULL_005032,ORD_005032,Dubai Hub,Zone D,2025-11-14,,Failed,Customer Unavailable,SpeedLink
FULL_005033,ORD_005033,Dubai Hub,Zone D,2025-12-20,2025-12-20,On Time,,SpeedLink
FULL_005034,ORD_005034,Sharjah Hub,Zone A,2025-10-10,2025-10-08,On Time,,QuickShip
FULL_005035,ORD_005035,Dubai Hub,Zone D,2025-12-04,2025-12-04,On Time,,QuickShip
FULL_005036,ORD_005036,Dubai Hub,Zone C,2025-12-18,2025-12-15,On Time,,QuickShip
FULL_005037,ORD_005037,Dubai Hub,Zone F,2025-11-30,2025-11-30,On Time,,SpeedLink
FULL_005038,ORD_005038,Abu Dhabi Hub,Zone B,2025-10-09,2025-10-09,On Time,,QuickShip
FULL_005039,ORD_005039,Abu Dhabi Hub,Zone E,2025-11-17,2025-11-15,On Time,,FastTrack
FULL_005040,ORD_005040,Dubai Hub,Zone D,2025-11-14,2025-11-13,On Time,,SpeedLink
FULL_005041,ORD_005041,Sharjah Hub,Zone B,2026-01-05,2026-01-03,On Time,,QuickShip
FULL_005042,ORD_005042,Sharjah Hub,Zone A,2025-12-26,,Pending,,SpeedLink
FULL_005043,ORD_005043,Dubai Hub,Zone F,2025-11-15,,Pending,,QuickShip
FULL_005044,ORD_005044,Dubai Hub,Zone D,2025-12-07,,Failed,Address Issue,FastTrack
FULL_005045,ORD_005045,Dubai Hub,Zone D,2025-12-27,2025-12-27,On Time,,FastTrack
FULL_005046,ORD_005046,Dubai Hub,Zone E,2025-10-20,2025-10-23,On Time,,QuickShip
FULL_005047,ORD_005047,Sharjah Hub,Zone C,2026-01-02,2025-12-30,On Time,,FastTrack
FULL_005048,ORD_005048,Dubai Hub,Zone A,2025-12-21,2025-12-22,Delayed,Traffic/Weather,QuickShip
FULL_005049,ORD_005049,Dubai Hub,Zone A,2025-12-01,2025-11-30,On Time,,SpeedLink
FULL_005050,ORD_005050,Dubai Hub,Zone F,2025-10-28,2025-10-31,Delayed,Traffic/Weather,SpeedLink
FULL_005051,ORD_005051,Abu Dhabi Hub,Zone C,2025-11-13,,Failed,Customer Unavailable,QuickShip
FULL_005052,ORD_005052,Dubai Hub,Zone D,2025-11-08,2025-11-08,On Time,,QuickShip
FULL_005053,ORD_005053,Dubai Hub,Zone A,2025-11-27,2025-11-27,On Time,,SpeedLink
FULL_005054,ORD_005054,Sharjah Hub,Zone D,2025-12-11,2025-12-14,Delayed,Address Issue,QuickShip
FULL_005055,ORD_005055,Sharjah Hub,Zone D,2026-01-06,2026-01-03,On Time,,QuickShip
FULL_005056,ORD_005056,Sharjah Hub,Zone C,2025-12-07,2025-12-05,On Time,,FastTrack
FULL_005057,ORD_005057,Sharjah Hub,Zone D,2025-11-24,2025-11-26,Delayed,Traffic/Weather,SpeedLink
FULL_005058,ORD_005058,Dubai Hub,Zone E,2025-11-10,2025-11-10,On Time,,FastTrack
FULL_005059,ORD_005059,Dubai Hub,Zone C,2025-12-03,2025-11-30,On Time,,SpeedLink
FULL_005060,ORD_005060,Abu Dhabi Hub,Zone F,2025-10-22,2025-10-22,On Time,,FastTrack
FULL_005061,ORD_005061,Dubai Hub,Zone A,2025-10-16,,Pending,,SpeedLink
FULL_005062,ORD_005062,Dubai Hub,Zone F,2025-12-08,2025-12-08,On Time,,QuickShip
FULL_005063,ORD_005063,Dubai Hub,Zone B,2025-11-21,2025-11-26,Delayed,Address Issue,QuickShip
FULL_005064,ORD_005064,Dubai Hub,Zone B,2025-11-23,2025-11-20,On Time,,FastTrack
FULL_005065,ORD_005065,Sharjah Hub,Zone A,2025-12-18,2025-12-18,On Time,,FastTrack
FULL_005066,ORD_005066,Sharjah Hub,Zone D,2025-11-01,,Failed,Address Issue,SpeedLink
FULL_005067,ORD_005067,Abu Dhabi Hub,Zone C,2025-12-10,2025-12-08,On Time,,FastTrack
FULL_005068,ORD_005068,Dubai Hub,Zone A,2025-12-12,,Failed,Customer Unavailable,FastTrack
FULL_005069,ORD_005069,Abu Dhabi Hub,Zone E,2025-12-19,2025-12-19,On Time,,SpeedLink
FULL_005070,ORD_005070,Dubai Hub,Zone A,2025-12-09,2025-12-09,On Time,,QuickShip
FULL_005071,ORD_005071,Sharjah Hub,Zone F,2025-12-07,2025-12-07,On Time,,QuickShip
FULL_005072,ORD_005072,Abu Dhabi Hub,Zone E,2025-11-24,2025-11-28,Delayed,Address Issue,FastTrack
FULL_005073,ORD_005073,Dubai Hub,Zone F,2025-10-12,2025-10-12,Delayed,Customer Unavailable,QuickShip
FULL_005074,ORD_005074,Dubai Hub,Zone A,2025-10-25,2025-10-28,Delayed,Rider Unavailable,FastTrack
FULL_005075,ORD_005075,Dubai Hub,Zone D,2025-11-17,2025-11-16,On Time,,SpeedLink
FULL_005076,ORD_005076,Dubai Hub,Zone D,2025-11-24,2025-11-23,On Time,,FastTrack
FULL_005077,ORD_005077,Abu Dhabi Hub,Zone D,2025-10-27,2025-10-27,On Time,,QuickShip
FULL_005078,ORD_005078,Abu Dhabi Hub,Zone A,2025-12-07,2025-12-06,On Time,,FastTrack
FULL_005079,ORD_005079,Dubai Hub,Zone B,2025-12-07,2025-12-04,On Time,,FastTrack
FULL_005080,ORD_005080,Abu Dhabi Hub,Zone B,2025-12-27,2025-12-27,On Time,,QuickShip
FULL_005081,ORD_005081,Dubai Hub,Zone E,2025-11-30,2025-11-29,On Time,,QuickShip
FULL_005082,ORD_005082,Dubai Hub,Zone F,2025-11-05,2025-11-07,Delayed,Traffic/Weather,FastTrack
FULL_005083,ORD_005083,Dubai Hub,Zone E,2025-11-30,2025-11-30,On Time,,SpeedLink
FULL_005084,ORD_005084,Abu Dhabi Hub,Zone B,2025-10-27,,Pending,,FastTrack
FULL_005085,ORD_005085,Sharjah Hub,Zone F,2025-10-17,2025-10-17,On Time,,QuickShip
FULL_005086,ORD_005086,Sharjah Hub,Zone C,2025-11-22,2025-11-22,On Time,,SpeedLink
FULL_005087,ORD_005087,Sharjah Hub,Zone A,2025-10-14,2025-10-16,Delayed,Address Issue,FastTrack
FULL_005088,ORD_005088,Dubai Hub,Zone B,2025-10-18,,Failed,Customer Unavailable,FastTrack
FULL_005089,ORD_005089,Dubai Hub,Zone D,2026-01-05,2026-01-04,On Time,,SpeedLink
FULL_005090,ORD_005090,Abu Dhabi Hub,Zone D,2026-01-05,2026-01-07,Delayed,Customer Unavailable,SpeedLink
FULL_005091,ORD_005091,Sharjah Hub,Zone D,2025-10-21,2025-10-22,Delayed,Address Issue,SpeedLink
FULL_005092,ORD_005092,Dubai Hub,Zone B,2025-11-02,2025-11-01,On Time,,SpeedLink
FULL_005093,ORD_005093,Dubai Hub,Zone C,2025-10-26,2025-10-29,Delayed,Rider Unavailable,QuickShip
FULL_005094,ORD_005094,Dubai Hub,Zone A,2025-12-16,2025-12-14,On Time,,FastTrack
FULL_005095,ORD_005095,Abu Dhabi Hub,Zone B,2025-10-22,,Pending,,FastTrack
FULL_005096,ORD_005096,Dubai Hub,Zone E,2025-12-31,2025-12-30,On Time,,SpeedLink
FULL_005097,ORD_005097,Abu Dhabi Hub,Zone E,2025-10-13,2025-10-13,On Time,,QuickShip
FULL_005098,ORD_005098,Dubai Hub,Zone A,2025-11-13,2025-11-13,On Time,,SpeedLink
FULL_005099,ORD_005099,Sharjah Hub,Zone E,2025-12-02,2025-11-30,On Time,,FastTrack
FULL_005100,ORD_005100,Sharjah Hub,Zone E,2025-11-26,2025-11-24,On Time,,QuickShip
FULL_005101,ORD_005101,Sharjah Hub,Zone D,2025-10-23,,Pending,,FastTrack
FULL_005102,ORD_005102,Abu Dhabi Hub,Zone D,2025-10-22,2025-10-26,Delayed,Warehouse Delay,QuickShip
FULL_005103,ORD_005103,Dubai Hub,Zone D,2025-11-02,2025-10-31,On Time,,FastTrack
FULL_005104,ORD_005104,Dubai Hub,Zone B,2026-01-05,2026-01-05,On Time,,SpeedLink
FULL_005105,ORD_005105,Dubai Hub,Zone D,2025-10-20,2025-10-23,Delayed,Traffic/Weather,QuickShip
FULL_005106,ORD_005106,Abu Dhabi Hub,Zone A,2025-12-06,2025-12-05,On Time,,FastTrack
FULL_005107,ORD_005107,Dubai Hub,Zone F,2026-01-06,2026-01-09,Delayed,Traffic/Weather,FastTrack
FULL_005108,ORD_005108,Abu Dhabi Hub,Zone E,2025-11-24,2025-11-24,On Time,,FastTrack
FULL_005109,ORD_005109,Sharjah Hub,Zone E,2025-12-18,2025-12-17,On Time,,QuickShip
FULL_005110,ORD_005110,Dubai Hub,Zone D,2025-11-06,2025-11-05,On Time,,FastTrack
FULL_005111,ORD_005111,Abu Dhabi Hub,Zone F,2025-12-16,2025-12-14,On Time,,SpeedLink
FULL_005112,ORD_005112,Dubai Hub,Zone A,2025-11-26,2025-11-30,Delayed,Traffic/Weather,QuickShip
FULL_005113,ORD_005113,Dubai Hub,Zone F,2025-11-23,2025-11-22,On Time,,SpeedLink
FULL_005114,ORD_005114,Dubai Hub,Zone F,2025-11-24,2025-11-24,On Time,,SpeedLink
FULL_005115,ORD_005115,Abu Dhabi Hub,Zone D,2025-10-10,2025-10-11,Delayed,Customer Unavailable,SpeedLink
FULL_005116,ORD_005116,Dubai Hub,Zone F,2025-12-15,,Pending,,FastTrack
FULL_005117,ORD_005117,Dubai Hub,Zone D,2025-10-23,2025-10-23,On Time,,QuickShip
FULL_005118,ORD_005118,Sharjah Hub,Zone F,2025-10-19,,Failed,Address Issue,SpeedLink
FULL_005119,ORD_005119,Abu Dhabi Hub,Zone C,2025-12-26,2025-12-24,On Time,,FastTrack
FULL_005120,ORD_005120,Dubai Hub,Zone F,2025-12-22,2025-12-24,Delayed,Address Issue,QuickShip
FULL_005121,ORD_005121,Dubai Hub,Zone F,2025-12-30,2025-12-30,On Time,,SpeedLink
FULL_005122,ORD_005122,Abu Dhabi Hub,Zone C,2026-01-02,2026-01-02,On Time,,FastTrack
FULL_005123,ORD_005123,Sharjah Hub,Zone B,2025-12-08,,Pending,,QuickShip
FULL_005124,ORD_005124,Abu Dhabi Hub,Zone E,2025-11-15,2025-11-13,On Time,,FastTrack
FULL_005125,ORD_005125,Dubai Hub,Zone D,2025-10-27,2025-10-25,On Time,,FastTrack
FULL_005126,ORD_005126,Sharjah Hub,Zone C,2026-01-01,2026-01-02,Delayed,Traffic/Weather,SpeedLink
FULL_005127,ORD_005127,Abu Dhabi Hub,Zone F,2025-12-05,,Failed,Address Issue,FastTrack
FULL_005128,ORD_005128,Dubai Hub,Zone C,2025-11-26,2025-11-26,On Time,,QuickShip
FULL_005129,ORD_005129,Abu Dhabi Hub,Zone A,2025-10-13,2025-10-12,On Time,,QuickShip
FULL_005130,ORD_005130,Dubai Hub,Zone D,2025-11-07,2025-11-07,On Time,,FastTrack
FULL_005131,ORD_005131,Abu Dhabi Hub,Zone D,2025-12-17,2025-12-20,Delayed,Warehouse Delay,QuickShip
FULL_005132,ORD_005132,Dubai Hub,Zone E,2025-12-10,,Pending,,QuickShip
FULL_005133,ORD_005133,Sharjah Hub,Zone F,2025-12-16,2025-12-14,On Time,,FastTrack
FULL_005134,ORD_005134,Dubai Hub,Zone A,2025-12-20,2025-12-17,On Time,,SpeedLink
FULL_005135,ORD_005135,Dubai Hub,Zone E,2025-12-12,2025-12-14,Delayed,Traffic/Weather,FastTrack
FULL_005136,ORD_005136,Dubai Hub,Zone A,2025-12-31,,Failed,Customer Unavailable,FastTrack
FULL_005137,ORD_005137,Sharjah Hub,Zone C,2025-12-26,2025-12-24,On Time,,QuickShip
FULL_005138,ORD_005138,Dubai Hub,Zone D,2025-10-26,2025-10-26,On Time,,SpeedLink
FULL_005139,ORD_005139,Sharjah Hub,Zone A,2026-01-08,2026-01-07,On Time,,SpeedLink
FULL_005140,ORD_005140,Sharjah Hub,Zone F,2025-10-28,2025-10-28,On Time,,QuickShip
FULL_005141,ORD_005141,Sharjah Hub,Zone C,2025-12-02,2025-12-04,Delayed,Traffic/Weather,FastTrack
FULL_005142,ORD_005142,Sharjah Hub,Zone E,2026-01-05,2026-01-09,Delayed,Warehouse Delay,SpeedLink
FULL_005143,ORD_005143,Dubai Hub,Zone A,2025-10-14,2025-10-13,On Time,,SpeedLink
FULL_005144,ORD_005144,Abu Dhabi Hub,Zone B,2025-11-26,,Failed,Customer Unavailable,SpeedLink
FULL_005145,ORD_005145,Dubai Hub,Zone D,2026-01-05,2026-01-05,On Time,,FastTrack
FULL_005146,ORD_005146,Dubai Hub,Zone A,2025-12-19,2025-12-18,On Time,,SpeedLink
FULL_005147,ORD_005147,Abu Dhabi Hub,Zone B,2025-10-31,2025-10-31,On Time,,FastTrack
FULL_005148,ORD_005148,Abu Dhabi Hub,Zone B,2025-10-24,2025-10-27,Delayed,Warehouse Delay,QuickShip
FULL_005149,ORD_005149,Sharjah Hub,Zone C,2025-10-19,2025-10-21,Delayed,Warehouse Delay,SpeedLink
FULL_005150,ORD_005150,Abu Dhabi Hub,Zone D,2025-10-09,,Failed,Customer Unavailable,QuickShip
FULL_005151,ORD_005151,Sharjah Hub,Zone F,2025-11-27,2025-11-25,On Time,,SpeedLink
FULL_005152,ORD_005152,Abu Dhabi Hub,Zone C,2025-12-08,2025-12-08,On Time,,QuickShip
FULL_005153,ORD_005153,Abu Dhabi Hub,Zone C,2025-11-15,2025-11-15,On Time,,FastTrack
FULL_005154,ORD_005154,Dubai Hub,Zone F,2025-12-31,2025-12-30,On Time,,SpeedLink
FULL_005155,ORD_005155,Sharjah Hub,Zone A,2025-12-13,2025-12-17,Delayed,Address Issue,FastTrack
FULL_005156,ORD_005156,Dubai Hub,Zone E,2025-12-14,2025-12-13,On Time,,SpeedLink
FULL_005157,ORD_005157,Abu Dhabi Hub,Zone F,2025-12-02,2025-12-02,On Time,,FastTrack
FULL_005158,ORD_005158,Sharjah Hub,Zone F,2025-10-21,2025-10-21,On Time,,SpeedLink
FULL_005159,ORD_005159,Dubai Hub,Zone B,2025-11-20,2025-11-18,On Time,,QuickShip
FULL_005160,ORD_005160,Dubai Hub,Zone F,2025-12-21,2025-12-26,Delayed,Customer Unavailable,QuickShip
FULL_005161,ORD_005161,Dubai Hub,Zone E,2025-10-19,2025-10-19,On Time,,QuickShip
FULL_005162,ORD_005162,Abu Dhabi Hub,Zone B,2025-12-26,,Failed,Address Issue,SpeedLink
FULL_005163,ORD_005163,Abu Dhabi Hub,Zone A,2025-10-08,2025-10-08,On Time,,SpeedLink
FULL_005164,ORD_005164,Dubai Hub,Zone C,2025-12-30,2025-12-30,On Time,,SpeedLink
FULL_005165,ORD_005165,Dubai Hub,Zone C,2025-12-30,2025-12-30,Delayed,Rider Unavailable,SpeedLink
FULL_005166,ORD_005166,Abu Dhabi Hub,Zone E,2025-12-14,2025-12-14,On Time,,SpeedLink
FULL_005167,ORD_005167,Abu Dhabi Hub,Zone E,2025-12-13,,Failed,Customer Unavailable,FastTrack
FULL_005168,ORD_005168,Dubai Hub,Zone E,2025-10-16,,Pending,,QuickShip
FULL_005169,ORD_005169,Sharjah Hub,Zone E,2025-11-27,2025-11-28,Delayed,Warehouse Delay,SpeedLink
FULL_005170,ORD_005170,Sharjah Hub,Zone E,2025-10-29,2025-11-01,Delayed,Warehouse Delay,QuickShip
FULL_005171,ORD_005171,Sharjah Hub,Zone C,2025-11-26,,Pending,,QuickShip
FULL_005172,ORD_005172,Dubai Hub,Zone E,2025-12-10,2025-12-10,On Time,,FastTrack
FULL_005173,ORD_005173,Abu Dhabi Hub,Zone B,2025-11-16,2025-11-14,On Time,,FastTrack
FULL_005174,ORD_005174,Sharjah Hub,Zone C,2025-12-26,2025-12-26,On Time,,FastTrack
FULL_005175,ORD_005175,Dubai Hub,Zone D,2025-10-17,2025-10-15,On Time,,SpeedLink
FULL_005176,ORD_005176,Dubai Hub,Zone D,2025-10-15,2025-10-15,On Time,,QuickShip
FULL_005177,ORD_005177,Abu Dhabi Hub,Zone C,2025-11-21,,Pending,,SpeedLink
FULL_005178,ORD_005178,Sharjah Hub,Zone D,2025-10-30,2025-10-29,On Time,,FastTrack
FULL_005179,ORD_005179,Sharjah Hub,Zone C,2025-10-16,,Failed,Address Issue,QuickShip
FULL_005180,ORD_005180,Dubai Hub,Zone C,2025-11-09,2025-11-11,Delayed,Traffic/Weather,FastTrack
FULL_005181,ORD_005181,Abu Dhabi Hub,Zone C,2025-11-02,2025-11-01,On Time,,QuickShip
FULL_005182,ORD_005182,Sharjah Hub,Zone E,2025-12-15,,Failed,Customer Unavailable,FastTrack
FULL_005183,ORD_005183,Dubai Hub,Zone D,2025-12-02,,Pending,,QuickShip
FULL_005184,ORD_005184,Sharjah Hub,Zone B,2026-01-01,2025-12-30,On Time,,FastTrack
FULL_005185,ORD_005185,Abu Dhabi Hub,Zone C,2025-10-29,2025-10-29,On Time,,FastTrack
FULL_005186,ORD_005186,Dubai Hub,Zone E,2025-11-01,2025-10-31,On Time,,FastTrack
FULL_005187,ORD_005187,Dubai Hub,Zone D,2025-10-29,2025-10-28,On Time,,QuickShip
FULL_005188,ORD_005188,Abu Dhabi Hub,Zone B,2025-10-24,2025-10-24,On Time,,FastTrack
FULL_005189,ORD_005189,Dubai Hub,Zone B,2025-12-22,2025-12-20,On Time,,SpeedLink
FULL_005190,ORD_005190,Abu Dhabi Hub,Zone A,2025-10-09,2025-10-08,On Time,,SpeedLink
FULL_005191,ORD_005191,Dubai Hub,Zone D,2025-10-15,2025-10-13,On Time,,QuickShip
FULL_005192,ORD_005192,Dubai Hub,Zone A,2025-12-27,2025-12-27,Delayed,Address Issue,FastTrack
FULL_005193,ORD_005193,Abu Dhabi Hub,Zone E,2025-11-26,2025-11-26,On Time,,SpeedLink
